EFTA,Snow_depth,Snow_temp,label
0.947433691,-7.35E-22,0.01,0
0.794353998,2.0507813,0.01,0
1.087051538,6.640625,-1.054434204,1
1.861782591,8.1054688,-8.970983887,1
6.95656448,8.59375,-3.587515259,1
8.384370731,6.5429688,-7.094992065,1
6.628730164,1.7578125,-4.865545654,1
10.12690633,1.4648438,0.010095215,1
12.50977331,7.2265625,-8.499182129,1
10.91621,9.9609375,-9.58,1
10.72699082,9.765625,-18.69618835,1
9.773844995,10.0585938,-16.04,1
9.041570048,9.5703125,-4.90680542,1
11.21470474,12.109375,-20.16235962,1
9.625291194,9.1796875,-10.32459106,1
9.025730164,10.9375,-10.61603394,1
10.54671031,9.765625,-6.418051147,1
9.970722935,10.2539063,-8.594946289,1
9.044924532,9.0820313,-1.83,1
7.142730164,3.4179688,0.010522461,1
10.4997915,9.4726563,-4.378485107,1
10.25043145,8.1054688,-0.778753662,1
8.869817582,4.3945313,0.009347534,1
9.436791504,0.4882813,-4.860479736,1
4.58944242,0.78125,0.011224365,1
2.389503759,0.9765625,0.010003662,1
1.667712212,-7.35E-22,0.010430908,0
2.186500888,-7.35E-22,0.008843994,0
1.455848446,-7.35E-22,0.010476685,0
1.674360396,-7.35E-22,0.01003418,0
1.932619037,-7.35E-22,0.010125732,0
2.461549947,-7.35E-22,0.011636353,0
1.589494438,-7.35E-22,0.011148071,0
0.770733649,-7.35E-22,0.010491943,0
0.230367536,-7.35E-22,0.009561157,0
0.090408032,-7.35E-22,0.010583496,0
0.502761805,-7.35E-22,0.009194946,0
-0.262989951,-7.35E-22,0.009957886,0
0.285104628,3.515625,0.011422729,0
1.844233795,2.6367188,-0.041860962,0
2.466837286,0.2929688,0.009164429,0
2.782849629,-7.35E-22,0.009606934,0
0.721204206,-7.35E-22,0.010522461,0
1.325609824,0.4882813,0.01,0
3.288471242,4.0039063,-5.91,1
12.02490507,3.4179688,-7.28,1
13.15915939,4.296875,0.010095215,1
15.20020703,4.3945313,-6.130606079,1
14.70446461,8.1054688,-7.253637695,1
15.78113194,8.1054688,-5.008352661,1
12.84019711,7.8125,-7.156484985,1
12.60515539,11.328125,-3.376486206,1
14.11732865,18.1640625,-13.03464355,1
12.34164201,18.5546875,0.009637451,1
13.17699997,22.0703125,-10.92160645,1
10.82061086,21.5820313,-9.949758911,1
13.07068373,22.5585938,-9.847402954,1
12.14542615,25.5859375,-20.8221344,1
14.88003112,30.9570313,-19.22646179,1
14.47059985,39.453125,-26.61871948,1
13.45719711,42.8710938,-20.76,1
12.25712093,42.0898438,-13.87689819,1
14.15580801,45.3125,-14.48938599,1
12.50664157,41.5039063,-10.57884827,1
9.021773539,37.0117188,-7.744818115,1
3.098694744,13.7695313,0.011071777,0
0.059336341,0.9765625,0.010415649,0
3.698939537,0.09765625,0.009698486,0
4.053988954,0.09765625,0.009820557,0
9.466916086,-7.35E-22,0.010949707,0
8.565305195,0.09765625,0.010919189,0
5.741460618,0.09765625,0.009637451,0
12.34981526,-7.35E-22,0.010079956,0
1.900773539,-7.35E-22,0.009439087,0
4.983336341,-7.35E-22,0.01,0
1.319725197,-7.35E-22,0.008996582,0
1.393259792,-7.35E-22,0.011315918,0
-0.026920918,-7.35E-22,0.011010742,0
0.576850975,-7.35E-22,0.009439087,0
-0.208491748,-7.35E-22,0.00965271,0
0.902049434,-7.35E-22,0.010217285,0
0.015031979,-7.35E-22,0.011682129,0
0.110831092,-7.35E-22,0.010369873,0
0.585569313,31.1523438,0.010675049,0
0.234988757,2.1484375,0.010339355,0
0.696039594,0.09765625,0.009683228,0
1.027348578,0.8789063,-2.263082886,0
0.547838798,3.3203125,-5.362554932,0
1.038265427,2.4414063,0.00977478,1
0.723056184,3.7109375,0.009866333,0
1.194772962,7.6171875,-1.82048645,0
1.259045991,9.4726563,-5.494329834,1
1.922334293,9.375,-10.40692749,1
10.74807724,11.0351563,-16.65294495,1
11.00628064,8.0078125,-2.7331604,1
8.581637195,8.6914063,-7.4,1
9.484165658,11.5234375,-2.615042114,1
8.94441134,14.2578125,-18.73596802,1
8.783725632,17.1875,-11.13199463,1
7.35118912,26.171875,-11.78734436,1
8.673610143,25,-9.292654419,1
7.578411294,24.7070313,-12.82443848,1
10.25483625,25.6835938,-6.604971313,1
8.290522415,25.8789063,-8.155065918,1
5.07761092,26.2695313,-3.324987793,1
4.719411294,18.5546875,-3.47,1
4.234392337,15.0390625,-1.450308228,1
1.130170117,0.6835938,0.009851074,1
8.669632736,11.6210938,-5.455023193,1
0.418277602,0.390625,0.009866333,0
-0.90080729,0.5859375,0.011468506,1
1.965393363,-7.35E-22,0.01053772,0
1.916967859,-7.35E-22,0.01,0
1.262124992,-7.35E-22,0.01,0
1.137784955,-7.35E-22,0.010446167,0
1.07329267,-7.35E-22,0.010675049,0
1.63284734,-7.35E-22,0.009042358,0
1.36222737,-7.35E-22,0.009866333,0
0.837170251,-7.35E-22,0.009759521,0
0.779258739,-7.35E-22,0.00965271,0
1.009844242,-7.35E-22,0.01003418,0
0.826364424,-7.35E-22,0.010095215,0
1.356892349,0.09765625,0.011193848,0
1.220754752,3.515625,-1.58,0
1.544773696,2.2460938,-1.157919312,0
1.715333042,0.09765625,0.010507202,0
1.843317827,1.4648438,-4.839498901,0
1.900876674,1.2695313,0.010491943,1
1.526377491,2.0507813,0.009210205,1
1.57643713,2.0507813,-5.389685059,1
2.022711895,1.2695313,0.00953064,1
1.581645262,1.0742188,-1.672064209,1
2.109065667,3.2226563,-6.261373901,1
10.10391209,11.0351563,-17.82437744,1
10.27787501,13.28125,-7.625845337,1
8.485088084,12.890625,-0.859030151,1
9.223146774,11.4257813,-2.04225769,1
10.63881341,10.8398438,-3.72,1
9.003597434,10.0585938,-4.085836792,1
10.75036418,10.8398438,-10.81471863,1
6.268990828,0.390625,0.009301758,1
7.556048095,0.1953125,0.009713745,1
12.26954017,0.09765625,0.009973145,1
6.218903337,0.78125,0.010614014,1
10.64163742,0.09765625,0.010385132,1
1.916045088,-7.35E-22,0.010095215,0
2.551082425,-7.35E-22,0.009927368,0
1.710247886,4.3945313,0.010446167,0
2.141769689,0.390625,0.011636353,0
1.749659763,-7.35E-22,0.011026001,0
2.056877005,-7.35E-22,0.009133911,0
2.001015528,-7.35E-22,0.010568237,0
1.842529919,-7.35E-22,0.010324097,0
1.367164177,-7.35E-22,0.010491943,0
1.30686358,-7.35E-22,0.010934448,0
0.02460696,-7.35E-22,0.0090271,0
0.527103496,-7.35E-22,0.010049438,0
0.145428772,-7.35E-22,0.010949707,0
-0.153404622,-7.35E-22,0.01003418,0
1.002118805,-7.35E-22,0.010430908,0
0.680204669,-7.35E-22,0.010095215,0
-0.159212949,-7.35E-22,0.009713745,0
1.047824022,-7.35E-22,0.009561157,0
1.090766709,-7.35E-22,0.010110474,0
0.952924071,-7.35E-22,0.010552979,0
0.791546682,12.7929688,-1.899328613,0
0.86970187,14.2578125,-1.908926392,0
1.33115534,12.2070313,-8.465490723,0
4.988306203,13.4765625,0.010247803,1
7.229803995,9.8632813,-13.60248413,1
9.525210036,9.9609375,-1.610250854,1
7.737975132,9.2773438,-10.2500061,1
6.294504592,66.3085938,-29.7870697,1
5.411133443,18.4570313,-0.830160522,1
4.146637552,17.7734375,-4.771063232,1
0.287595455,8.1054688,0.009088135,1
0.329646556,-7.35E-22,0.009240723,0
0.092415519,1.0742188,0.010934448,0
0.171294483,-7.35E-22,0.00977478,0
0.081860404,-7.35E-22,0.008615112,0
0.094679491,-7.35E-22,0.010018921,0
0.409261312,-7.35E-22,0.009881592,0
0.162794114,-7.35E-22,0.009805298,0
0.312849898,-7.35E-22,0.010339355,0
0.030842013,-7.35E-22,0.009835815,0
-0.11646508,-7.35E-22,0.009713745,0
0.290956516,-7.35E-22,0.009301758,0
0.44804414,-7.35E-22,0.010339355,0
0.802993625,0.390625,-1.327368164,1
0.372163499,5.6640625,0.010232544,0
0.499943533,3.7109375,-1.526312256,0
0.71089973,22.0703125,-9.927374268,1
1.446839246,25.5859375,-3.09418335,1
6.71222746,45.6054688,-18.40254822,1
7.875465676,47.1679688,-16.78601685,1
7.420837582,59.375,-29.03504028,1
7.018925788,49.5117188,-0.01907959,1
5.854023535,39.9414063,-4.63651123,1
7.439156214,50.9765625,-14.13713684,1
7.705297694,53.2226563,-5.308309937,1
7.064907817,43.9453125,0.010202026,1
6.904041507,27.734375,-8.063314819,1
7.855465676,28.3203125,-13.85,1
4.524279723,11.2304688,-3.431219482,1
1.639970261,0.5859375,0.008920288,0
0.599583021,-7.35E-22,0.008920288,0
0.273291708,-7.35E-22,0.009591675,0
0.600647682,3.125,0.009698486,0
0.756336717,-7.35E-22,0.009942627,0
0.90538315,-7.35E-22,0.00953064,0
0.700493109,-7.35E-22,0.009561157,0
1.145108158,-7.35E-22,0.009301758,0
0.779708237,-7.35E-22,0.010705566,0
0.457376945,-7.35E-22,0.011254883,0
0.267957141,-7.35E-22,0.01116333,0
0.665917358,-7.35E-22,0.010018921,0
0.394345532,-7.35E-22,0.011499023,0
0.09184753,-7.35E-22,0.01,0
-0.056315818,-7.35E-22,0.01,0
0.224391494,-7.35E-22,0.010217285,0
0.45915155,-7.35E-22,0.01,0
0.045496198,4.1015625,0.01,0
0.295051291,8.203125,-0.856192017,0
0.573939353,10.3515625,-8.802038574,0
0.691843818,9.6679688,-3.608999634,1
0.682153209,7.7148438,-7.208273315,1
0.544541546,2.1484375,-4.460272217,1
0.660288959,1.8554688,0.010095215,1
1.111675562,9.9609375,-8.392736816,1
4.255293569,12.4023438,-9.41,1
5.827247116,12.5,-20.79677429,1
4.952308609,12.9882813,-17.29,1
5.469618456,12.3046875,-5.45368042,1
5.149937535,16.6015625,-20.68970337,1
4.450551155,13.0859375,-9.304083252,1
5.541035982,16.40625,-15.36017456,1
5.072004836,15.8203125,-7.734457397,1
5.65801255,17.4804688,-11.27072754,1
6.435876042,16.6992188,-3.96,1
1.160035982,9.0820313,0.010522461,1
5.684747249,10.9375,-1.942938232,1
0.879021249,7.9101563,0.009332275,1
0.850234611,3.4179688,0.009347534,1
1.180830233,0.6835938,-4.090948486,1
1.569192308,0.9765625,0.011224365,1
1.061794782,1.0742188,0.010003662,1
0.622185205,-7.35E-22,0.010430908,0
1.047444563,-7.35E-22,0.008843994,0
1.045640251,-7.35E-22,0.010476685,0
